zone,valid_pt,t2m_c,ssrd_wm2,wind100,Date
ZP26,2025/12/21 22:00,10.98039905,0,2.888331438,2025/12/21
NP15,2025/12/21 21:00,10.21026979,0,9.556605261,2025/12/21
SP15,2025/12/21 21:00,14.45580442,0,1.156154555,2025/12/21
ZP26,2025/12/21 21:00,11.33664232,0,3.075862944,2025/12/21
NP15,2025/12/21 20:00,10.38190203,0,9.813515601,2025/12/21
SP15,2025/12/21 20:00,14.89613803,0,1.288440206,2025/12/21
ZP26,2025/12/21 20:00,11.69693108,0,3.267783371,2025/12/21
NP15,2025/12/21 19:00,10.5672149,0,9.940675603,2025/12/21
SP15,2025/12/21 19:00,15.37640555,0,1.298832808,2025/12/21
ZP26,2025/12/21 19:00,12.04183926,0,3.434278216,2025/12/21
NP15,2025/12/21 18:00,10.78100944,0,10.12074545,2025/12/21
SP15,2025/12/21 18:00,15.9015237,0,1.233493497,2025/12/21
ZP26,2025/12/21 18:00,12.44157394,0,3.573619422,2025/12/21
NP15,2025/12/21 17:00,10.99971564,3.035519769,10.35418275,2025/12/21
SP15,2025/12/21 17:00,16.60478838,22.2428294,1.193869574,2025/12/21
ZP26,2025/12/21 17:00,12.99771349,18.15474452,3.513417566,2025/12/21
NP15,2025/12/21 16:00,11.23357323,20.21913899,10.51008441,2025/12/21
SP15,2025/12/21 16:00,18.45772638,150.0989221,1.18689654,2025/12/21
ZP26,2025/12/21 16:00,14.48500981,103.2497668,3.338925389,2025/12/21
NP15,2025/12/21 15:00,11.18051959,38.54449263,11.62977504,2025/12/21
SP15,2025/12/21 15:00,19.83226041,300.7881807,1.612258154,2025/12/21
ZP26,2025/12/21 15:00,15.20747691,190.1182273,3.806135103,2025/12/21
NP15,2025/12/21 14:00,11.31595154,51.9040032,11.95127153,2025/12/21
SP15,2025/12/21 14:00,20.19375266,419.3388094,1.612470431,2025/12/21
ZP26,2025/12/21 14:00,15.62031835,262.4668987,4.180689601,2025/12/21
NP15,2025/12/21 13:00,11.36566795,59.89135785,12.43558268,2025/12/21
SP15,2025/12/21 13:00,20.08583681,490.2919292,1.52829464,2025/12/21
ZP26,2025/12/21 13:00,15.71025187,311.5670458,4.366950573,2025/12/21
NP15,2025/12/21 12:00,11.29519365,52.36435869,12.32592521,2025/12/21
SP15,2025/12/21 12:00,19.62446078,509.9286537,1.279171682,2025/12/21
ZP26,2025/12/21 12:00,15.4715977,319.1104075,4.261766148,2025/12/21
NP15,2025/12/21 11:00,11.19538914,48.30770956,12.22315404,2025/12/21
SP15,2025/12/21 11:00,18.82215483,468.6721254,0.964369027,2025/12/21
ZP26,2025/12/21 11:00,14.90729916,274.0133196,4.095510735,2025/12/21
NP15,2025/12/21 10:00,10.99834739,33.915634,12.04849544,2025/12/21
SP15,2025/12/21 10:00,17.64314338,366.5663199,0.690063152,2025/12/21
ZP26,2025/12/21 10:00,14.07379354,192.7373083,3.954297326,2025/12/21
NP15,2025/12/21 9:00,10.85782494,18.27447395,11.82624207,2025/12/21
SP15,2025/12/21 9:00,16.0466771,223.7374595,0.491591587,2025/12/21
ZP26,2025/12/21 9:00,12.93644571,102.5993676,3.9199728,2025/12/21
NP15,2025/12/21 8:00,10.7630677,2.077781867,11.52260686,2025/12/21
SP15,2025/12/21 8:00,13.76894308,71.80047751,0.325220561,2025/12/21
ZP26,2025/12/21 8:00,11.50496603,21.30663372,3.845588046,2025/12/21
NP15,2025/12/21 7:00,10.8081094,0,11.13584458,2025/12/21
SP15,2025/12/21 7:00,12.20161125,0.84058111,0.349073313,2025/12/21
ZP26,2025/12/21 7:00,10.87815005,0,3.639496835,2025/12/21
NP15,2025/12/21 6:00,10.8464502,0,10.97074831,2025/12/21
SP15,2025/12/21 6:00,12.31273064,0,0.485697148,2025/12/21
ZP26,2025/12/21 6:00,10.89479741,0,3.559344316,2025/12/21
NP15,2025/12/21 5:00,10.82863217,0,10.62855445,2025/12/21
SP15,2025/12/21 5:00,12.47109962,0,0.639388101,2025/12/21
ZP26,2025/12/21 5:00,10.85119843,0,3.450164959,2025/12/21
NP15,2025/12/21 4:00,10.81041477,0,10.09832038,2025/12/21
SP15,2025/12/21 4:00,12.66839357,0,0.617836952,2025/12/21
ZP26,2025/12/21 4:00,10.88639588,0,3.168608184,2025/12/21
NP15,2025/12/21 3:00,10.78961366,0,9.602600081,2025/12/21
SP15,2025/12/21 3:00,12.88196227,0,0.514195968,2025/12/21
ZP26,2025/12/21 3:00,10.93993122,0,2.872089258,2025/12/21
NP15,2025/12/21 2:00,10.70737823,0,9.171010223,2025/12/21
SP15,2025/12/21 2:00,13.1280883,0,0.531333952,2025/12/21
ZP26,2025/12/21 2:00,10.94899517,0,2.781428766,2025/12/21
NP15,2025/12/21 1:00,10.58874086,0,8.701565853,2025/12/21
SP15,2025/12/21 1:00,13.32735352,0,0.646663361,2025/12/21
ZP26,2025/12/21 1:00,10.94750794,0,2.712934971,2025/12/21
NP15,2025/12/21 0:00,10.47048643,0,7.991268855,2025/12/21
SP15,2025/12/21 0:00,13.56943513,0,0.703708879,2025/12/21
ZP26,2025/12/21 0:00,11.00830014,0,2.689962102,2025/12/21
NP15,2025/12/20 23:00,10.34889538,0,7.181865539,2025/12/20
SP15,2025/12/20 23:00,13.8533401,0,0.765526132,2025/12/20
ZP26,2025/12/20 23:00,11.06699518,0,2.682944376,2025/12/20
NP15,2025/12/20 22:00,10.21799292,0,6.383737988,2025/12/20
SP15,2025/12/20 22:00,14.1704881,0,0.80087345,2025/12/20
ZP26,2025/12/20 22:00,11.21664518,0,2.468827098,2025/12/20
NP15,2025/12/20 21:00,10.14560569,0,5.78583118,2025/12/20
SP15,2025/12/20 21:00,14.49618307,0,0.806350308,2025/12/20
ZP26,2025/12/20 21:00,11.39987372,0,2.046031508,2025/12/20
NP15,2025/12/20 20:00,10.13981416,0,5.463057939,2025/12/20
SP15,2025/12/20 20:00,14.86537189,0,0.842044419,2025/12/20
ZP26,2025/12/20 20:00,11.66874759,0,1.607686426,2025/12/20
NP15,2025/12/20 19:00,10.15550575,0,4.975436889,2025/12/20
SP15,2025/12/20 19:00,15.29574275,0,0.993906423,2025/12/20
ZP26,2025/12/20 19:00,11.96220056,0,1.232732051,2025/12/20
NP15,2025/12/20 18:00,10.17420549,0,4.522496971,2025/12/20
SP15,2025/12/20 18:00,15.81757698,0,1.123857058,2025/12/20
ZP26,2025/12/20 18:00,12.28265942,0,0.879575406,2025/12/20
NP15,2025/12/20 17:00,10.24775448,4.627420923,4.093160089,2025/12/20
SP15,2025/12/20 17:00,16.50360562,22.21700569,1.221904631,2025/12/20
ZP26,2025/12/20 17:00,12.77666849,18.69998368,0.62288122,2025/12/20
NP15,2025/12/20 16:00,10.51573904,27.93360051,3.733842631,2025/12/20
SP15,2025/12/20 16:00,18.29682751,152.8257199,1.179624378,2025/12/20
ZP26,2025/12/20 16:00,14.2115853,108.9418115,0.797950559,2025/12/20
NP15,2025/12/20 15:00,10.26649627,87.88566648,4.027045673,2025/12/20
SP15,2025/12/20 15:00,19.39968342,303.0649798,1.554947727,2025/12/20
ZP26,2025/12/20 15:00,14.81595459,200.2100734,0.941102933,2025/12/20
NP15,2025/12/20 14:00,10.39015287,126.5761179,4.154225774,2025/12/20
SP15,2025/12/20 14:00,19.74957023,422.7763169,1.549183503,2025/12/20
ZP26,2025/12/20 14:00,15.12432974,281.8682234,1.149319514,2025/12/20
NP15,2025/12/20 13:00,10.31864183,128.3024287,4.259670034,2025/12/20
SP15,2025/12/20 13:00,19.64147174,491.4818268,1.458574544,2025/12/20
ZP26,2025/12/20 13:00,15.07387719,337.169631,1.197838577,2025/12/20
NP15,2025/12/20 12:00,10.23710234,104.8311013,4.423279781,2025/12/20
SP15,2025/12/20 12:00,19.18302363,504.5921857,1.296628654,2025/12/20
ZP26,2025/12/20 12:00,14.68790601,344.6366181,1.100264109,2025/12/20
NP15,2025/12/20 11:00,10.14335197,86.42894668,4.499106413,2025/12/20
SP15,2025/12/20 11:00,18.39232934,458.5343351,1.078346438,2025/12/20
ZP26,2025/12/20 11:00,13.98926786,304.9380101,0.825653177,2025/12/20
NP15,2025/12/20 10:00,9.871192996,58.27376611,4.513964946,2025/12/20
SP15,2025/12/20 10:00,17.27357744,357.5312978,0.938893866,2025/12/20
ZP26,2025/12/20 10:00,12.91946753,218.4656476,0.692068926,2025/12/20
NP15,2025/12/20 9:00,9.472330325,26.54559307,4.411225902,2025/12/20
SP15,2025/12/20 9:00,15.80021593,217.1684187,1.031182226,2025/12/20
ZP26,2025/12/20 9:00,11.61130115,117.5789776,0.592887122,2025/12/20
NP15,2025/12/20 8:00,9.137889904,3.309701878,4.250369205,2025/12/20
SP15,2025/12/20 8:00,13.75555787,70.57725443,1.17256912,2025/12/20
ZP26,2025/12/20 8:00,9.948250377,24.31391478,0.524152206,2025/12/20
NP15,2025/12/20 7:00,9.089616949,0,4.226074967,2025/12/20
SP15,2025/12/20 7:00,12.25207729,0.914007236,1.36275624,2025/12/20
ZP26,2025/12/20 7:00,9.152564672,0,0.610205016,2025/12/20
NP15,2025/12/20 6:00,9.148098271,0,4.318411465,2025/12/20
SP15,2025/12/20 6:00,12.33727813,0,1.536503085,2025/12/20
ZP26,2025/12/20 6:00,9.174881707,0,0.764384782,2025/12/20
NP15,2025/12/20 5:00,9.224017532,0,4.477112868,2025/12/20
SP15,2025/12/20 5:00,12.46089332,0,1.697914707,2025/12/20
ZP26,2025/12/20 5:00,9.218955449,0,0.752049552,2025/12/20
NP15,2025/12/20 4:00,9.315644599,0,4.562380547,2025/12/20
SP15,2025/12/20 4:00,12.59695603,0,1.841317221,2025/12/20
ZP26,2025/12/20 4:00,9.298505542,0,0.688392607,2025/12/20
NP15,2025/12/20 3:00,9.388602559,0,4.689284838,2025/12/20
SP15,2025/12/20 3:00,12.78293162,0,1.976528923,2025/12/20
ZP26,2025/12/20 3:00,9.329619319,0,0.723807822,2025/12/20
NP15,2025/12/20 2:00,9.446660719,0,4.791741983,2025/12/20
SP15,2025/12/20 2:00,13.02114119,0,2.166603789,2025/12/20
ZP26,2025/12/20 2:00,9.375501368,0,0.826596822,2025/12/20
NP15,2025/12/20 1:00,9.494228959,0,4.952902919,2025/12/20
SP15,2025/12/20 1:00,13.21904595,0,2.46870614,2025/12/20
ZP26,2025/12/20 1:00,9.37973147,0,0.992216756,2025/12/20
NP15,2025/12/20 0:00,9.55128669,0,5.162669154,2025/12/20
SP15,2025/12/20 0:00,13.43970135,0,2.632241939,2025/12/20
ZP26,2025/12/20 0:00,9.441770819,0,1.136925769,2025/12/20
NP15,2025/12/19 23:00,9.564283928,0,5.247267198,2025/12/19
SP15,2025/12/19 23:00,13.72354208,0,2.635094477,2025/12/19
ZP26,2025/12/19 23:00,9.542196188,0,1.312366912,2025/12/19
NP15,2025/12/19 22:00,9.549447435,0,5.37370756,2025/12/19
SP15,2025/12/19 22:00,14.03949843,0,2.603077867,2025/12/19
ZP26,2025/12/19 22:00,9.627226507,0,1.632353016,2025/12/19
NP15,2025/12/19 21:00,9.489856563,0,5.478994439,2025/12/19
SP15,2025/12/19 21:00,14.37710145,0,2.607972588,2025/12/19
ZP26,2025/12/19 21:00,9.796710528,0,1.868377371,2025/12/19
NP15,2025/12/19 20:00,9.425281042,0,5.53600695,2025/12/19
SP15,2025/12/19 20:00,14.78460541,0,2.679347596,2025/12/19
ZP26,2025/12/19 20:00,10.0248325,0,1.97797363,2025/12/19
NP15,2025/12/19 19:00,9.380933165,0,5.646672612,2025/12/19
SP15,2025/12/19 19:00,15.31087353,0,2.787688358,2025/12/19
ZP26,2025/12/19 19:00,10.38008431,0,2.002951689,2025/12/19
NP15,2025/12/19 18:00,9.352371396,0,5.635661256,2025/12/19
SP15,2025/12/19 18:00,15.96349352,0,2.772811798,2025/12/19
ZP26,2025/12/19 18:00,10.84615304,0,2.29251463,2025/12/19
NP15,2025/12/19 17:00,9.416588728,4.266700136,5.850637929,2025/12/19
SP15,2025/12/19 17:00,16.78966331,23.05985221,2.615611012,2025/12/19
ZP26,2025/12/19 17:00,11.47061672,26.36322753,2.597905502,2025/12/19
NP15,2025/12/19 16:00,9.542468594,25.78125454,6.075868849,2025/12/19
SP15,2025/12/19 16:00,18.8336347,160.0082983,2.341180966,2025/12/19
ZP26,2025/12/19 16:00,13.41166025,154.628395,2.892888577,2025/12/19
NP15,2025/12/19 15:00,9.781512841,41.07589888,6.615180749,2025/12/19
SP15,2025/12/19 15:00,20.59058507,316.6476714,2.079044553,2025/12/19
ZP26,2025/12/19 15:00,14.58790634,302.7478142,3.133704646,2025/12/19
NP15,2025/12/19 14:00,9.862520905,65.53886195,6.720241701,2025/12/19
SP15,2025/12/19 14:00,21.05819735,448.8288342,2.008224174,2025/12/19
ZP26,2025/12/19 14:00,14.98822349,412.5703425,3.026622865,2025/12/19
NP15,2025/12/19 13:00,9.843321032,85.6676889,6.921891819,2025/12/19
SP15,2025/12/19 13:00,20.97892697,528.933994,1.888606081,2025/12/19
ZP26,2025/12/19 13:00,14.9143366,473.7454843,2.770205954,2025/12/19
NP15,2025/12/19 12:00,9.799801561,92.96117291,7.503418068,2025/12/19
SP15,2025/12/19 12:00,20.50004833,545.6834774,1.649192311,2025/12/19
ZP26,2025/12/19 12:00,14.46886313,475.9987852,2.376125994,2025/12/19
NP15,2025/12/19 11:00,9.676823794,87.8610638,7.909036411,2025/12/19
SP15,2025/12/19 11:00,19.68901795,500.6214877,1.347073177,2025/12/19
ZP26,2025/12/19 11:00,13.59617046,404.2980995,1.998533486,2025/12/19
NP15,2025/12/19 10:00,9.30430165,59.9112496,8.153051054,2025/12/19
SP15,2025/12/19 10:00,18.47457861,397.3197015,1.09514991,2025/12/19
ZP26,2025/12/19 10:00,12.42283766,293.5999224,1.759278295,2025/12/19
NP15,2025/12/19 9:00,8.826949244,31.94127821,7.893565482,2025/12/19
SP15,2025/12/19 9:00,16.66673351,248.1761149,1.031569466,2025/12/19
ZP26,2025/12/19 9:00,10.93321482,158.9736766,1.833041701,2025/12/19
NP15,2025/12/19 8:00,8.280165723,4.417498046,7.475264777,2025/12/19
SP15,2025/12/19 8:00,14.17107349,82.45898201,0.978190351,2025/12/19
ZP26,2025/12/19 8:00,8.935308344,32.94267916,2.031046417,2025/12/19
NP15,2025/12/19 7:00,8.079041074,0,7.061683234,2025/12/19
SP15,2025/12/19 7:00,12.49921391,1.079777379,0.903696958,2025/12/19
ZP26,2025/12/19 7:00,8.002863076,0,2.156510195,2025/12/19
NP15,2025/12/19 6:00,8.104067649,0,6.856255741,2025/12/19
SP15,2025/12/19 6:00,12.64438569,0,0.977726282,2025/12/19
ZP26,2025/12/19 6:00,8.071213926,0,2.269760843,2025/12/19
NP15,2025/12/19 5:00,8.000113461,0,6.696984033,2025/12/19
SP15,2025/12/19 5:00,12.84795399,0,1.06514501,2025/12/19
ZP26,2025/12/19 5:00,8.126537785,0,2.214849866,2025/12/19
NP15,2025/12/19 4:00,7.954160051,0,6.31401152,2025/12/19
SP15,2025/12/19 4:00,13.09369579,0,1.088843065,2025/12/19
ZP26,2025/12/19 4:00,8.181437148,0,2.03882331,2025/12/19
NP15,2025/12/19 3:00,7.99991468,0,6.093706688,2025/12/19
SP15,2025/12/19 3:00,13.37883825,0,1.023173019,2025/12/19
ZP26,2025/12/19 3:00,8.244667193,0,1.754659989,2025/12/19
NP15,2025/12/19 2:00,8.072046874,0,6.01548388,2025/12/19
SP15,2025/12/19 2:00,13.68841986,0,0.935881272,2025/12/19
ZP26,2025/12/19 2:00,8.372532241,0,1.593770409,2025/12/19
NP15,2025/12/19 1:00,8.061011399,0,5.906642467,2025/12/19
SP15,2025/12/19 1:00,13.98707428,0,1.015923616,2025/12/19
ZP26,2025/12/19 1:00,8.508570117,0,1.746905812,2025/12/19
NP15,2025/12/19 0:00,8.030508912,0,5.693984586,2025/12/19
SP15,2025/12/19 0:00,14.332121,0,1.127312971,2025/12/19
ZP26,2025/12/19 0:00,8.670894822,0,1.978311511,2025/12/19
NP15,2025/12/18 23:00,8.024955646,0,5.51002163,2025/12/18
SP15,2025/12/18 23:00,14.71715967,0,1.19184494,2025/12/18
ZP26,2025/12/18 23:00,8.882120854,0,2.033165969,2025/12/18
NP15,2025/12/18 22:00,8.098211265,0,5.328655805,2025/12/18
SP15,2025/12/18 22:00,15.08671905,0,1.230871686,2025/12/18
ZP26,2025/12/18 22:00,9.101191967,0,2.034593591,2025/12/18
NP15,2025/12/18 21:00,8.180337358,0,5.14661191,2025/12/18
SP15,2025/12/18 21:00,15.48137831,0,1.330677704,2025/12/18
ZP26,2025/12/18 21:00,9.378309827,0,2.116518484,2025/12/18
NP15,2025/12/18 20:00,8.341129321,0,4.927745198,2025/12/18
SP15,2025/12/18 20:00,15.92403188,0,1.550878671,2025/12/18
ZP26,2025/12/18 20:00,9.720033062,0,2.193552899,2025/12/18
NP15,2025/12/18 19:00,8.571426155,0,4.65758484,2025/12/18
SP15,2025/12/18 19:00,16.46715895,0,1.834026333,2025/12/18
ZP26,2025/12/18 19:00,10.1686391,0,2.197788067,2025/12/18
NP15,2025/12/18 18:00,8.863933239,0,4.351239291,2025/12/18
SP15,2025/12/18 18:00,17.0971321,0,2.030894779,2025/12/18
ZP26,2025/12/18 18:00,10.73191562,0,2.234618978,2025/12/18
NP15,2025/12/18 17:00,9.337987326,16.0140283,4.168562498,2025/12/18
SP15,2025/12/18 17:00,17.83896371,23.12930084,2.151345493,2025/12/18
ZP26,2025/12/18 17:00,11.49549051,30.33525042,2.218104329,2025/12/18
NP15,2025/12/18 16:00,11.02408982,104.4357351,4.025903853,2025/12/18
SP15,2025/12/18 16:00,19.73895161,163.8707359,2.169030802,2025/12/18
ZP26,2025/12/18 16:00,13.75040983,169.9535732,2.162111635,2025/12/18
NP15,2025/12/18 15:00,12.15694136,223.6420136,3.915473597,2025/12/18
SP15,2025/12/18 15:00,21.29472952,322.7831481,1.932556853,2025/12/18
ZP26,2025/12/18 15:00,15.21249542,311.6398213,2.311211952,2025/12/18
NP15,2025/12/18 14:00,12.54340681,295.4544581,4.074376988,2025/12/18
SP15,2025/12/18 14:00,21.55283727,451.0430271,1.8725152,2025/12/18
ZP26,2025/12/18 14:00,15.55896852,414.7627348,2.238152028,2025/12/18
NP15,2025/12/18 13:00,12.55788406,331.9145685,3.963914943,2025/12/18
SP15,2025/12/18 13:00,21.30513511,524.5507086,1.672487327,2025/12/18
ZP26,2025/12/18 13:00,15.39586458,464.4568371,2.083570934,2025/12/18
NP15,2025/12/18 12:00,12.10228453,320.1782569,3.477849812,2025/12/18
SP15,2025/12/18 12:00,20.68649895,532.4866123,1.56998241,2025/12/18
ZP26,2025/12/18 12:00,14.90771958,453.2007688,1.771748816,2025/12/18
NP15,2025/12/18 11:00,11.23771105,254.2788229,3.009112033,2025/12/18
SP15,2025/12/18 11:00,19.7487516,481.3838228,1.670017819,2025/12/18
ZP26,2025/12/18 11:00,14.08259784,385.4011542,1.369420084,2025/12/18
NP15,2025/12/18 10:00,10.15691548,163.181897,2.830433409,2025/12/18
SP15,2025/12/18 10:00,18.4728642,379.1492776,1.792949464,2025/12/18
ZP26,2025/12/18 10:00,12.94672503,275.3532455,1.315781254,2025/12/18
NP15,2025/12/18 9:00,8.793123231,80.05892113,2.785709392,2025/12/18
SP15,2025/12/18 9:00,16.67274761,237.3267134,1.977581928,2025/12/18
ZP26,2025/12/18 9:00,11.46554268,146.6185007,1.339775184,2025/12/18
NP15,2025/12/18 8:00,7.169588326,10.62513729,2.76503856,2025/12/18
SP15,2025/12/18 8:00,14.21245886,79.9112699,2.105385252,2025/12/18
ZP26,2025/12/18 8:00,9.572803957,30.62916061,1.228369975,2025/12/18
NP15,2025/12/18 7:00,6.730018107,0,2.689452712,2025/12/18
SP15,2025/12/18 7:00,12.49298097,1.152686813,2.204630179,2025/12/18
ZP26,2025/12/18 7:00,8.669697788,0,1.334311115,2025/12/18
NP15,2025/12/18 6:00,6.765640193,0,2.313824471,2025/12/18
SP15,2025/12/18 6:00,12.49930413,0,2.391924614,2025/12/18
ZP26,2025/12/18 6:00,8.746949452,0,1.815332841,2025/12/18
NP15,2025/12/18 5:00,6.840489994,0,1.735194241,2025/12/18
SP15,2025/12/18 5:00,12.5873542,0,2.577905208,2025/12/18
ZP26,2025/12/18 5:00,8.787031112,0,2.223311894,2025/12/18
NP15,2025/12/18 4:00,6.941059181,0,1.329210322,2025/12/18
SP15,2025/12/18 4:00,12.7516182,0,2.613670773,2025/12/18
ZP26,2025/12/18 4:00,8.882181651,0,2.400355246,2025/12/18
NP15,2025/12/18 3:00,7.254068991,0,0.936814748,2025/12/18
SP15,2025/12/18 3:00,12.92781819,0,2.69686932,2025/12/18
ZP26,2025/12/18 3:00,9.025812215,0,2.442999444,2025/12/18
NP15,2025/12/18 2:00,7.401392951,0,0.810492172,2025/12/18
SP15,2025/12/18 2:00,13.15028889,0,2.776364669,2025/12/18
ZP26,2025/12/18 2:00,9.115444185,0,2.439944818,2025/12/18
NP15,2025/12/18 1:00,7.512723407,0,0.797947053,2025/12/18
SP15,2025/12/18 1:00,13.38602941,0,2.970109995,2025/12/18
ZP26,2025/12/18 1:00,9.229123395,0,2.523764321,2025/12/18
NP15,2025/12/18 0:00,7.472633534,0,0.77712464,2025/12/18
SP15,2025/12/18 0:00,13.69329548,0,3.12264883,2025/12/18
ZP26,2025/12/18 0:00,9.356957331,0,2.351316444,2025/12/18
NP15,2025/12/17 23:00,7.355634908,0,0.631020529,2025/12/17
SP15,2025/12/17 23:00,14.00844345,0,3.152677477,2025/12/17
ZP26,2025/12/17 23:00,9.487872837,0,2.460749358,2025/12/17
NP15,2025/12/17 22:00,7.361835086,0,0.455375431,2025/12/17
SP15,2025/12/17 22:00,14.32052251,0,3.049367207,2025/12/17
ZP26,2025/12/17 22:00,9.606101913,0,2.656049447,2025/12/17
NP15,2025/12/17 21:00,7.451016797,0,0.688950793,2025/12/17
SP15,2025/12/17 21:00,14.68781315,0,3.204349396,2025/12/17
ZP26,2025/12/17 21:00,9.788481129,0,2.913802055,2025/12/17
NP15,2025/12/17 20:00,7.710722668,0,0.549718668,2025/12/17
SP15,2025/12/17 20:00,15.13724005,0,3.239252395,2025/12/17
ZP26,2025/12/17 20:00,10.0923229,0,3.315701502,2025/12/17
NP15,2025/12/17 19:00,8.102650837,0,0.658525386,2025/12/17
SP15,2025/12/17 19:00,15.59388983,0,3.163152752,2025/12/17
ZP26,2025/12/17 19:00,10.50910235,0,3.586719289,2025/12/17
NP15,2025/12/17 18:00,8.678587272,0,0.807075106,2025/12/17
SP15,2025/12/17 18:00,16.10529951,0,3.194840342,2025/12/17
ZP26,2025/12/17 18:00,11.08296202,0,3.88104062,2025/12/17
NP15,2025/12/17 17:00,9.455074452,17.71116735,1.198994545,2025/12/17
SP15,2025/12/17 17:00,16.81155253,22.06752025,3.200089854,2025/12/17
ZP26,2025/12/17 17:00,11.88398435,27.87923957,3.972175428,2025/12/17
NP15,2025/12/17 16:00,11.506069,107.3870135,1.622558722,2025/12/17
SP15,2025/12/17 16:00,18.59583649,160.7302061,3.040487176,2025/12/17
ZP26,2025/12/17 16:00,13.98554636,162.2323998,3.791846519,2025/12/17
NP15,2025/12/17 15:00,12.73436825,215.385423,1.922125302,2025/12/17
SP15,2025/12/17 15:00,19.98788986,324.9549959,2.962556042,2025/12/17
ZP26,2025/12/17 15:00,15.32236557,311.3424179,3.783327061,2025/12/17
NP15,2025/12/17 14:00,12.99355331,264.8692944,3.104729815,2025/12/17
SP15,2025/12/17 14:00,20.41932824,452.0842087,3.01109653,2025/12/17
ZP26,2025/12/17 14:00,15.69782875,416.413857,3.851507286,2025/12/17
NP15,2025/12/17 13:00,12.86526033,266.2917254,4.201778647,2025/12/17
SP15,2025/12/17 13:00,20.44184639,527.3744409,2.814208485,2025/12/17
ZP26,2025/12/17 13:00,15.59417062,468.261859,3.821797643,2025/12/17
NP15,2025/12/17 12:00,12.50461785,254.6804186,4.780151339,2025/12/17
SP15,2025/12/17 12:00,20.11335401,543.8006133,2.512367066,2025/12/17
ZP26,2025/12/17 12:00,15.13385738,456.0216951,3.605264708,2025/12/17
NP15,2025/12/17 11:00,11.84793701,190.0794784,5.115009383,2025/12/17
SP15,2025/12/17 11:00,19.3999785,495.2542656,2.134340035,2025/12/17
ZP26,2025/12/17 11:00,14.35649393,391.3545551,2.99030472,2025/12/17
NP15,2025/12/17 10:00,11.10310747,110.2914358,5.342382229,2025/12/17
SP15,2025/12/17 10:00,18.26384122,384.0928308,1.755474896,2025/12/17
ZP26,2025/12/17 10:00,13.19165484,279.7880744,2.459272135,2025/12/17
NP15,2025/12/17 9:00,10.48449093,44.41969081,5.663114831,2025/12/17
SP15,2025/12/17 9:00,16.66379728,233.4411099,1.719460364,2025/12/17
ZP26,2025/12/17 9:00,11.62854365,148.4993855,2.367118325,2025/12/17
NP15,2025/12/17 8:00,10.0694174,4.708232929,6.114068383,2025/12/17
SP15,2025/12/17 8:00,14.44347738,75.69186008,1.762530268,2025/12/17
ZP26,2025/12/17 8:00,9.652363457,32.28974015,2.360729604,2025/12/17
NP15,2025/12/17 7:00,10.06969223,0,6.488173239,2025/12/17
SP15,2025/12/17 7:00,12.91399822,1.237443555,1.717590571,2025/12/17
ZP26,2025/12/17 7:00,8.649529013,0,2.433325833,2025/12/17
NP15,2025/12/17 6:00,10.1104045,0,6.927738732,2025/12/17
SP15,2025/12/17 6:00,12.99806243,0,1.62950156,2025/12/17
ZP26,2025/12/17 6:00,8.709068147,0,2.608417419,2025/12/17
NP15,2025/12/17 5:00,10.05535835,0,7.432452241,2025/12/17
SP15,2025/12/17 5:00,13.138975,0,1.501882451,2025/12/17
ZP26,2025/12/17 5:00,8.751178631,0,2.788795281,2025/12/17
NP15,2025/12/17 4:00,9.98726435,0,7.670941664,2025/12/17
SP15,2025/12/17 4:00,13.27944659,0,1.342172901,2025/12/17
ZP26,2025/12/17 4:00,8.871563577,0,2.861518454,2025/12/17
NP15,2025/12/17 3:00,9.921770324,0,7.589063328,2025/12/17
SP15,2025/12/17 3:00,13.43354666,0,1.129657622,2025/12/17
ZP26,2025/12/17 3:00,9.00857386,0,2.637270128,2025/12/17
NP15,2025/12/17 2:00,9.777385429,0,7.480493075,2025/12/17
SP15,2025/12/17 2:00,13.66649657,0,0.932732693,2025/12/17
ZP26,2025/12/17 2:00,9.170844775,0,2.258911998,2025/12/17
NP15,2025/12/17 1:00,9.651636585,0,7.064763649,2025/12/17
SP15,2025/12/17 1:00,13.89147029,0,0.910701109,2025/12/17
ZP26,2025/12/17 1:00,9.310192708,0,1.991268187,2025/12/17
NP15,2025/12/17 0:00,9.555783944,0,6.621528929,2025/12/17
SP15,2025/12/17 0:00,14.13114652,0,0.958095102,2025/12/17
ZP26,2025/12/17 0:00,9.419662633,0,1.786917895,2025/12/17
NP15,2025/12/16 23:00,9.336746661,0,6.066578683,2025/12/16
SP15,2025/12/16 23:00,14.38461047,0,0.965859017,2025/12/16
ZP26,2025/12/16 23:00,9.528582047,0,1.744698653,2025/12/16
NP15,2025/12/16 22:00,9.161089671,0,5.503485714,2025/12/16
SP15,2025/12/16 22:00,14.63526185,0,1.077169139,2025/12/16
ZP26,2025/12/16 22:00,9.656850614,0,1.971225404,2025/12/16
NP15,2025/12/16 21:00,8.968048632,0,5.179331255,2025/12/16
SP15,2025/12/16 21:00,14.94933346,0,1.205920301,2025/12/16
ZP26,2025/12/16 21:00,9.849950134,0,2.172414497,2025/12/16
NP15,2025/12/16 20:00,8.811854798,0,4.658374762,2025/12/16
SP15,2025/12/16 20:00,15.32151819,0,1.313112663,2025/12/16
ZP26,2025/12/16 20:00,10.12444757,0,2.340731732,2025/12/16
